subject,Mean T,Mean T,Min T,Min T,Max T,Max T,Total Precipitation,Total Precipitation,Relative Humidity,Relative Humidity
spearman,correlation,pvalue,correlation,pvalue,correlation,pvalue,correlation,pvalue,correlation,pvalue
countyFIPS,,,,,,,,,,
1001,0.728615020123971,3.975588006782798e-15,0.6725539951547386,2.450424360096587e-12,0.7410229139571985,7.698880598793317e-16,0.035978200488187645,0.7452491822792879,0.029588054525388978,0.7893350557658536
1003,0.8773157257224606,1.1765610745098854e-24,0.8143471606409332,1.109723642687735e-18,0.8225830892233829,2.525740042897238e-19,0.033584255363115254,0.7763610762860461,0.2710283164546431,0.019507877022289784
1005,,,,,,,,,,
1007,,,,,,,,,,
1009,,,,,,,,,,
1011,0.6860996452095611,5.348566476562828e-09,0.6165034716738018,4.2175416794305663e-07,0.6943823970776596,2.9327995896035713e-09,0.05035810295311602,0.7124407897072578,0.062401410260504366,0.6477552162104356
1013,0.803077734104005,4.997357107702093e-16,0.7685448676773018,4.939547885576575e-14,0.7431900324975016,8.942967470144885e-13,0.18772034951168398,0.13120624611537138,0.2974478391547645,0.015288122808733286
1015,0.5311371232412698,9.46433167757297e-07,0.5601940296638934,1.7323402043427964e-07,0.4729673599985464,1.827504359851209e-05,-0.01287197673724143,0.9127212324341276,-0.04431271480112565,0.7058025905274534
1017,0.8050044845816463,1.4116485229263902e-22,0.762897206506891,4.042685536824441e-19,0.7736585208827567,6.229331060796199e-20,0.10163096910765196,0.3297133093317003,0.24500895216835716,0.01730963557410682
1019,0.25656801287645337,0.11001978663293156,0.282577321274252,0.07727700546216393,0.22427073981105505,0.1641556470516526,0.09812240331030346,0.546935565330742,-0.2411339177832542,0.13389366507060915
1021,0.5942487983556236,7.324513940208922e-08,0.5459976446651466,1.2197670468652173e-06,0.565875836141179,4.041211385332957e-07,0.21212100308115342,0.08015427029662871,0.06299396739013957,0.6070989658822379
1023,0.6168810114958332,1.836375096416482e-06,0.467156869336143,0.0006257552660878437,0.6447105965131454,4.348438621076795e-07,-0.029767468776866556,0.8374085626219105,-0.025538883623593,0.860256040308728
1025,0.8284288932207128,4.897223788794546e-19,0.7700365814390868,4.197011368869059e-15,0.7517682046036006,4.1955975204436816e-14,0.18154931273084063,0.1297139129404451,0.3554984135917031,0.0023473051772826626
1027,0.7417024666398299,3.095292549368503e-13,0.7432839217925801,2.592245925740319e-13,0.6831886259880736,9.956169530909421e-11,0.2868199910496256,0.016875088636387918,0.2451255486762764,0.04235120870957233
1029,,,,,,,,,,
1031,0.24253562503633297,0.08968701715206397,0.24253562503633297,0.08968701715206397,0.17323973216880925,0.22892645614977852,0.14404200824053573,0.31828619189430535,0.09404442603449645,0.515939626658299
1033,0.6852331646811608,1.2398329566059119e-12,0.6619600140362264,1.2740964658241219e-11,0.6779886506086095,2.61939620939514e-12,-0.03887600999819257,0.7287686803033122,-0.002947932415025024,0.9790300989709819
1035,0.6023294198759652,3.091353138168487e-05,0.5216460360464262,0.00046944712559806044,0.5659819548834502,0.0001149080862251379,-0.042974389475417346,0.7896356125046603,0.1684232352217277,0.29251219554731894
1037,,,,,,,,,,
1039,0.5123480514880326,1.0941542831545072e-05,0.4878805179777413,3.2499261450789914e-05,0.47415909718227034,5.77612407496752e-05,0.26801312025910135,0.029576117545941166,0.3024313154920136,0.013582682692674607
1041,0.5725748331143196,1.13191569311793e-05,0.5030990023102038,0.00016805248483916577,0.5219498618596681,8.56035334636317e-05,-0.047294037911335615,0.7417337123064043,0.11427999840185078,0.424574098268683
1043,0.269970391967684,0.14907517640434578,0.48768845000613886,0.006262174757663726,0.20030061339537847,0.28856422499139733,0.4203271637682543,0.02073927002009397,0.46156228304152425,0.010244619381956704
1045,,,,,,,,,,
1047,0.6420870208818108,4.072696693279935e-10,0.5937095686062496,1.5791897913630132e-08,0.6477571960861783,2.5413829555399586e-10,0.03935418205365405,0.7357199446926668,0.014914370417870986,0.8982497243195344
1049,0.7059121162487723,1.5143377022644163e-12,0.7037011719395945,1.9040819866403344e-12,0.6579225099762771,1.4222166344595978e-10,0.05658195941542887,0.6296848480252543,0.09974993263393032,0.3945045184694277
1051,0.8176122995676146,6.226424072080985e-19,0.7993254678742844,1.3786571743347764e-17,0.7749380536666213,5.396924160645418e-16,0.0842560125390334,0.4753949208262588,0.1164331225107142,0.3231972855251043
1053,0.7128253882520913,4.451428224166971e-12,0.6635912022767215,3.834404336115794e-10,0.6416940673096146,2.1521388222440427e-09,0.033321398389730195,0.7842051927729862,0.1766696198781115,0.14345505197306876
1055,0.7547051519105707,1.3300505543854695e-17,0.7100584205354655,6.628960912311917e-15,0.7414726317597228,9.568315222626737e-17,0.053961209401365576,0.6154996096962355,0.1842914961953735,0.08383304143642312
1057,,,,,,,,,,
1059,0.6500357752650644,5.9117513426791044e-08,0.6190899601463867,3.654139643212076e-07,0.6515986952205532,5.362523802522478e-08,0.13048909984975215,0.33777356829877225,0.09450455997522123,0.4884289791847789
1061,,,,,,,,,,
1063,0.7276924179158815,9.649774379148153e-12,0.6703377026362872,1.3703067037257108e-09,0.6858260968746487,4.0170519898865173e-10,0.19947602625597136,0.114041946284437,0.20690111872568182,0.10092424557878511
1065,0.7528123541352061,1.325048850440632e-13,0.6978940920167159,3.737200821252818e-11,0.732131671885771,1.3035901163897132e-12,0.1973455406286289,0.10672505922852099,0.1057319613477793,0.39081937934607747
1067,0.857950809542671,9.191944640797227e-21,0.8249192897056496,5.236801656575533e-18,0.774017241916727,9.946941932061872e-15,0.21857813573553125,0.07333403403422947,0.24274133801332656,0.046094709560182565
1069,0.8312507445775421,2.69854292935179e-20,0.8218410416420442,1.6382309842252506e-19,0.735178280792194,5.90840611106867e-14,0.10418782496097177,0.37370087470331226,0.16530314676110253,0.15639705791929684
1071,0.590041633899913,1.6216802210672773e-10,0.5467458243097423,5.735339745846196e-09,0.5489183992597558,4.853340485544747e-09,0.0722104988670844,0.4798158528561537,0.003587933223637885,0.9720294186756417
1073,0.7567944837064808,2.279487769580274e-17,0.7074979686698688,1.849972335607933e-14,0.7424011410210498,1.88474104961046e-16,0.028777239797497592,0.7913263112376514,0.1446900116819793,0.18118781236210338
1075,,,,,,,,,,
1077,0.5905546580559394,2.4036680148593664e-10,0.5466786612719947,8.304992509504964e-09,0.548699806117898,7.133167237912671e-09,0.0957253264669354,0.3535323773792014,-0.0069211159298828255,0.946641182391436
1079,,,,,,,,,,
1081,0.7928116715420616,4.647219736725869e-21,0.7519287419883597,5.728728039868926e-18,0.7592079920754048,1.7906641659778435e-18,0.0684097665161595,0.5170162275295049,0.18541588239785803,0.0768090684031812
1083,,,,,,,,,,
1085,0.794302198547614,3.82280827219965e-16,0.7669086637861117,1.556080832769989e-14,0.7482479672875045,1.473041024606552e-13,0.24452390631965307,0.04287633739082565,0.1813488771056769,0.13588997136316264
1087,0.7250264457934933,4.303675178171194e-15,0.6600777125455216,6.348837037398299e-12,0.7019459247184626,7.197305590634482e-14,-0.0130473101369329,0.9056602311972315,0.025515573775988856,0.8166959912234385
1089,0.6096160940557592,5.5082805979813655e-11,0.5705513447902429,1.5776851437879458e-09,0.5709175768146072,1.5319242549090242e-09,0.020253843830984795,0.8455364833517652,-0.07552009535743757,0.4669968186638227
1091,0.777969887475299,3.1566251919550605e-18,0.6923849257781693,2.983257279359619e-13,0.7542956908197426,1.1952848257915385e-16,0.015366431975513633,0.8896606814747545,0.12475236350341741,0.25819581771853994
1093,0.7210458803787625,1.6077538834165201e-15,0.6874132438187338,1.0087373106432246e-13,0.7094938008646657,7.116901710179456e-15,0.006156778602561844,0.9543361935819441,0.07981514952442606,0.4571684378117691
1095,0.7385779675452784,7.182828021400506e-16,0.7006080823528741,8.404381927305041e-14,0.7356052750710809,1.0737945260322894e-15,-0.01742546728952148,0.8742297461260055,0.06860059555840144,0.5327344560635432
1097,0.8094122731927619,9.395252724892891e-23,0.7384773153593407,2.974709126710534e-17,0.7500373626695951,5.064696227352345e-18,0.026380742010981926,0.8018067177544175,0.31915880133656954,0.0018195459823687104
1099,0.7943588647494318,5.018063481683357e-17,0.7611452536797693,5.477410457445445e-15,0.7016375338466235,4.698181313421992e-12,0.1910251778156001,0.10546967202087655,0.2643249880960653,0.023835641869983045
1101,0.8076833678875934,2.3182194135918423e-22,0.752571749780359,5.1778548907517845e-18,0.802542098321659,6.72620535997171e-22,0.10005415012449566,0.342646960990192,0.16151961355784286,0.12400504415436182
1103,0.2672822552878738,0.06059122936374486,0.2678408388934911,0.06003479726396729,0.2386827746802685,0.09506241909245322,0.007871649776051893,0.956732840863687,-0.3074444165317571,0.02986476910131601
1105,,,,,,,,,,
1107,0.7675039214553364,9.186806737010345e-15,0.6982794947785762,1.8223720376493067e-11,0.7360809827994017,3.8676275252966193e-13,0.14803164401843122,0.2213401782312771,0.00048787771346189726,0.9968017843277472
1109,0.5446839218318088,0.004013484635959634,0.3812087344953984,0.05467321272921242,0.6241461649268093,0.0006553853114384239,-0.08914927346224293,0.6649555323848696,-0.24538780797178533,0.22693925909448315
1111,0.7262532220521326,1.173612245314492e-15,0.6889322753190289,1.174995461801257e-13,0.6942343120569369,6.372979627136455e-14,0.12055760409148997,0.2632055374397765,0.23254373672345868,0.029239289402103935
1113,,,,,,,,,,
1115,0.5338774674851039,2.261727764645417e-05,0.4895722834614438,0.00012849816217617367,0.4784959874555288,0.00019135602697927876,0.050956447664499485,0.7091744288578727,-0.01772207360946403,0.8968521893211137
1117,0.7824514129192272,3.2586844826817916e-20,0.739978694252587,3.5518424892436944e-17,0.769572840635396,3.1788118993037274e-19,0.09247987715146402,0.3806014404949961,0.19131087868960708,0.06772789570072672
1119,0.7516481291527285,9.926011873077006e-14,0.682706002685759,1.0383788204058156e-10,0.7291593809153093,1.2091014148954575e-12,0.15670285715442916,0.19849464581337867,0.05864785122785569,0.6321676811408898
1121,0.6985885854726415,1.2576820972451886e-11,0.6742650240869988,1.150294347073576e-10,0.6283827637911987,4.443198415573123e-09,0.11342321152511177,0.3462946456734375,0.06594106649049791,0.5848170512494202
1123,0.78927333616359,5.5878167858872e-21,0.7511046644915665,4.28007806949591e-18,0.764863052123098,4.516898949256769e-19,0.08725632377597473,0.4055914316631707,0.24604907586966238,0.017435562078946736
1125,0.7176767541913849,3.62060543594531e-11,0.6635560784643727,3.0883362932002447e-09,0.6801678517079841,8.721301540580142e-10,0.20903830690958217,0.10013796357715037,0.09227960411994558,0.47194599344505817
1127,0.4401396333720633,0.003141567865257949,0.41243479120884174,0.005989794439674442,0.36100480796661844,0.01739115104295016,-0.0016478418797606544,0.9916325719600806,-0.08495131160545823,0.5880743137921894
1129,0.7870371786489753,2.273044181628125e-20,0.7297032889156111,2.3197075270263185e-16,0.7218553040091431,6.842149426843301e-16,0.044175989243123145,0.6775639574305176,0.2427341485494139,0.02043228754172945
1131,0.7818196095485659,3.571612336275574e-15,0.7179127862416023,5.576015558374555e-12,0.7522774062591198,1.4097206053053462e-13,0.2507865540694999,0.039132670988588664,0.15941419850681857,0.1941110425277867
1133,0.6303852956050233,0.005039783651155891,0.6967416425108153,0.0013140146684239512,0.47303311784537067,0.047410549335921454,0.3962440482763021,0.1035513752141804,0.5640289486992314,0.014764664970133528
2013,,,,,,,,,,
2016,,,,,,,,,,
2020,0.7342376932456858,1.713530299447906e-17,0.7599472235241952,2.773878442969736e-19,0.6939578332686791,4.5528802298393e-15,0.0877698785121537,0.39513429205179496,-0.10822419589305493,0.2939148277957196
2050,,,,,,,,,,
2060,,,,,,,,,,
2068,,,,,,,,,,
2070,,,,,,,,,,
2090,0.44555696137624656,1.3608653224045733e-05,0.43233078070459546,2.595558981554525e-05,0.4571298694639413,7.563149122551167e-06,0.03280202961126013,0.7615909552331496,-0.2967624288201716,0.004990948148801532
2100,,,,,,,,,,
2105,,,,,,,,,,
2110,,,,,,,,,,
2122,0.8285995531716422,2.2206115245783998e-23,0.8313894506570687,1.1669712340509529e-23,0.8146500657445104,4.696336659888643e-22,0.020460139714601245,0.8499293289891129,-0.2185419696917351,0.040796724976064146
2130,,,,,,,,,,
2150,,,,,,,,,,
2164,,,,,,,,,,
2170,,,,,,,,,,
2180,,,,,,,,,,
2185,,,,,,,,,,
2188,,,,,,,,,,
2195,,,,,,,,,,
2198,,,,,,,,,,
2220,,,,,,,,,,
2230,,,,,,,,,,
2240,,,,,,,,,,
2261,,,,,,,,,,
2270,,,,,,,,,,
2275,,,,,,,,,,
2282,,,,,,,,,,
2290,,,,,,,,,,
4001,0.7686144143135737,8.884752046264807e-18,0.7315905608807316,1.8326415203306706e-15,0.7797421228393842,1.4702132911575745e-18,-0.14475586261375697,0.18623587836266045,-0.5767030365803991,7.63509328351675e-09
4003,0.5639689215143673,8.95645298634221e-06,0.5221742624773789,5.125775409965996e-05,0.5514982558531877,1.5448504489209087e-05,,,-0.15940937159865656,0.24957353576232644
4005,0.8340870986492362,8.401958001236982e-27,0.8047447700942674,1.0710669547805186e-23,0.8415634818794413,1.0841640271631135e-27,-0.07740491130228197,0.446339744129973,-0.748189149268428,5.593542794490483e-19
4007,0.4702496285426678,0.056796586152339054,0.4594702674299419,0.06352836447353508,0.42982702436994563,0.08506928568064197,,,-0.15225847571725348,0.559638477916341
4009,,,,,,,,,,
4011,,,,,,,,,,
4012,0.17037220312632037,0.543804853847167,0.15848577035006545,0.5726536713851549,0.19018292442007856,0.49719342546587497,,,0.2000882850669576,0.47461494155684225
4013,0.8098858583272154,6.660469292591764e-25,0.766897481819884,5.637669327561037e-21,0.8289371396286097,5.5993840028030836e-27,,,-0.6252145334653474,2.153246957857887e-12
4015,0.6564317028025604,3.825487846436092e-11,0.6117747289194133,1.65345157855097e-09,0.6865041736545062,2.0773538248642333e-12,-0.17314929537982082,0.12455142967409956,-0.522437314535209,6.671853136519474e-07
4017,0.8090181113403415,5.977451465435799e-23,0.7733357055894738,6.598608803654194e-20,0.821331614277267,3.751768291465098e-24,-0.09597364339647267,0.3574811164645919,-0.6820943118366473,3.755766965716075e-14
4019,0.7820882815826428,1.2249309267847628e-21,0.7343734914269994,5.169248080396663e-18,0.7973931423171251,5.323529982910326e-23,-0.10607804539587878,0.29601813416102557,-0.5164926526766083,4.439597479340353e-08
4021,0.702494527364671,9.543704708381992e-14,0.660848100279872,7.886102868346527e-12,0.7241997368068703,6.978343817260953e-15,,,-0.4777781927099347,4.310133593902775e-06
4023,0.11834161100941275,0.5647649282892673,0.14931926800893552,0.4665933199168323,0.052557597830650955,0.7987323159695789,,,0.09606554305469978,0.6406204854915876
4025,0.6271241114563227,4.847829810488476e-10,0.5812991234539351,1.569755760274538e-08,0.646214866050896,9.564612492690016e-11,-0.1495318515142249,0.18554927369683752,-0.4911682739112596,3.728363111263823e-06
4027,0.3657188479184453,0.0014637903065394455,0.2830979268017137,0.015227867169947002,0.3712404273172224,0.0012227390243218774,,,0.203315783793958,0.08448821516003943
5001,,,,,,,,,,
5003,,,,,,,,,,
5005,,,,,,,,,,
5007,0.3936917639734805,0.023402288312492754,0.4647073785409783,0.006437068589644777,0.3785820587463533,0.02981624467820037,0.12997842232852977,0.47094275541648645,0.08276760752193002,0.6470115696427498
5009,,,,,,,,,,
5011,0.5465708740409517,5.66023755889848e-07,0.4953814568346994,8.356287277505113e-06,0.4953814568346994,8.356287277505113e-06,0.11510199624225764,0.33220314318415234,0.018163986750605644,0.8787712035635464
5013,,,,,,,,,,
5015,0.41751381578029595,0.01562631548396338,0.4526811002166335,0.008163883287274567,0.24949234569557227,0.16144790506717424,-0.27288820781679335,0.1244139112236682,0.11761502905930658,0.5144892089699395
5017,0.7314989185542832,0.0002472145958191294,0.7589730563403596,0.00010450498748980186,0.6636721408949071,0.0014202387488652284,0.2708106834665183,0.24814727546057652,0.5494827557215273,0.012086834966063846
5019,,,,,,,,,,
5021,-0.017407765595569787,0.9594854007323014,-0.06382847385042255,0.8520981261096572,-0.05222329678670935,0.8787993031998518,-0.24045335892396644,0.476332883615735,0.16827506742384127,0.620891095899831
